timestamp,ax,ay,az
26.35,0.338,-0.158,-0.201
26.355,0.275,-0.131,-0.279
26.36,0.137,-0.089,-0.309
26.365,0.104,-0.228,-0.316
26.37,0.068,-0.307,-0.379
26.375,0.03,-0.168,-0.235
26.38,-0.0,-0.264,-0.356
26.385,-0.089,-0.304,-0.463
26.39,-0.181,-0.382,-0.336
26.395,-0.197,-0.392,-0.382
26.4,-0.264,-0.463,-0.441
26.405,-0.392,-0.44,-0.392
26.41,-0.377,-0.37,-0.471
26.415,-0.37,-0.539,-0.386
26.42,-0.432,-0.539,-0.419
26.425,-0.491,-0.509,-0.405
26.43,-0.51,-0.605,-0.381
26.435,-0.513,-0.524,-0.357
26.44,-0.656,-0.58,-0.332
26.445,-0.729,-0.571,-0.416
26.45,-0.725,-0.57,-0.343
26.455,-0.763,-0.593,-0.29
26.46,-0.785,-0.588,-0.349
26.465,-0.745,-0.664,-0.343
26.47,-0.793,-0.528,-0.251
26.475,-0.883,-0.666,-0.197
26.48,-0.749,-0.487,-0.335
26.485,-0.822,-0.552,-0.174
26.49,-0.839,-0.575,-0.122
26.495,-0.683,-0.45,-0.152
26.5,-0.749,-0.531,-0.223
26.505,-0.804,-0.533,-0.201
26.51,-0.797,-0.331,-0.104
26.515,-0.805,-0.495,-0.108
26.52,-0.738,-0.375,0.033
26.525,-0.789,-0.327,0.086
26.53,-0.6,-0.342,0.07
26.535,-0.733,-0.2,0.018
26.54,-0.681,-0.224,0.007
26.545,-0.556,-0.197,0.071
26.55,-0.606,-0.211,0.091
26.555,-0.541,-0.112,0.175
26.56,-0.541,0.043,0.134
26.565,-0.363,-0.023,0.217
26.57,-0.379,-0.031,0.23
26.575,-0.256,0.029,0.328
26.58,-0.281,0.082,0.232
26.585,-0.147,0.108,0.355
26.59,-0.068,0.156,0.261
26.595,-0.088,0.289,0.306
26.6,-0.006,0.271,0.325
26.605,0.008,0.414,0.38
26.61,-0.0,0.346,0.322
26.615,0.131,0.306,0.396
26.62,0.18,0.364,0.403
26.625,0.118,0.287,0.478
26.63,0.239,0.502,0.273
26.635,0.249,0.554,0.329
26.64,0.371,0.498,0.423
26.645,0.43,0.533,0.408
26.65,0.444,0.577,0.418
26.655,0.431,0.633,0.347
26.66,0.526,0.618,0.443
26.665,0.637,0.564,0.409
26.67,0.65,0.518,0.461
26.675,0.641,0.598,0.332
26.68,0.701,0.641,0.26
26.685,0.729,0.586,0.306
26.69,0.785,0.594,0.311
26.695,0.795,0.54,0.251
26.7,0.701,0.624,0.159
26.705,0.866,0.554,0.223
26.71,0.728,0.55,0.233
26.715,0.842,0.565,0.188
26.72,0.804,0.543,0.157
26.725,0.73,0.531,0.171
26.73,0.719,0.414,0.035
26.735,0.734,0.341,0.087
26.74,0.827,0.369,0.123
26.745,0.779,0.401,0.013
26.75,0.756,0.392,0.049
26.755,0.684,0.311,0.081
26.76,0.667,0.224,0.068
26.765,0.669,0.219,-0.02
26.77,0.619,0.287,-0.064
26.775,0.55,0.128,-0.082
26.78,0.566,0.193,-0.076
26.785,0.558,0.192,-0.155
26.79,0.388,0.046,-0.145
26.795,0.44,0.031,-0.219
26.8,0.366,-0.051,-0.205
26.805,0.315,-0.166,-0.205
26.81,0.221,-0.001,-0.256
26.815,0.233,-0.139,-0.286
26.82,0.203,-0.209,-0.279
26.825,0.109,-0.231,-0.344
26.83,0.123,-0.201,-0.409
26.835,0.092,-0.291,-0.423
26.84,-0.022,-0.293,-0.365
26.845,-0.076,-0.287,-0.285
26.85,-0.226,-0.457,-0.375
26.855,-0.245,-0.388,-0.423
26.86,-0.291,-0.54,-0.407
26.865,-0.323,-0.557,-0.468
26.87,-0.413,-0.51,-0.408
26.875,-0.44,-0.508,-0.404
26.88,-0.372,-0.527,-0.39
26.885,-0.45,-0.593,-0.428
26.89,-0.502,-0.607,-0.321
26.895,-0.623,-0.568,-0.366
26.9,-0.673,-0.626,-0.333
26.905,-0.684,-0.655,-0.302
26.91,-0.724,-0.589,-0.329
26.915,-0.704,-0.542,-0.412
26.92,-0.819,-0.626,-0.366
26.925,-0.836,-0.585,-0.219
26.93,-0.881,-0.561,-0.297
26.935,-0.81,-0.58,-0.199
26.94,-0.768,-0.466,-0.267
26.945,-0.797,-0.598,-0.197
26.95,-0.827,-0.449,-0.232
26.955,-0.829,-0.526,-0.174
26.96,-0.824,-0.479,-0.181
26.965,-0.778,-0.396,-0.135
26.97,-0.742,-0.461,-0.162
26.975,-0.776,-0.375,-0.085
26.98,-0.729,-0.419,-0.019
26.985,-0.698,-0.327,-0.022
26.99,-0.704,-0.344,-0.017
26.995,-0.638,-0.207,-0.016
27.0,-0.664,-0.184,0.108
27.005,-0.568,-0.14,0.16
27.01,-0.491,-0.133,0.162
27.015,-0.467,-0.109,0.171
27.02,-0.41,-0.014,0.151
27.025,-0.394,-0.054,0.239
27.03,-0.386,0.037,0.227
27.035,-0.342,0.016,0.223
27.04,-0.342,0.114,0.281
27.045,-0.236,0.143,0.245
27.05,-0.143,0.274,0.305
27.055,-0.102,0.243,0.26
27.06,-0.082,0.285,0.291
27.065,0.023,0.23,0.385
27.07,-0.083,0.172,0.39
27.075,0.142,0.43,0.278
27.08,0.162,0.368,0.471
27.085,0.276,0.474,0.461
27.09,0.294,0.479,0.385
27.095,0.377,0.479,0.257
27.1,0.382,0.538,0.312
27.105,0.376,0.473,0.413
27.11,0.613,0.565,0.308
27.115,0.55,0.575,0.34
27.12,0.402,0.488,0.328
27.125,0.698,0.564,0.318
27.13,0.627,0.579,0.288
27.135,0.643,0.662,0.376
27.14,0.667,0.65,0.252
27.145,0.716,0.598,0.422
27.15,0.781,0.664,0.261
27.155,0.802,0.663,0.297
27.16,0.817,0.601,0.376
27.165,0.851,0.605,0.257
27.17,0.845,0.517,0.319
27.175,0.854,0.607,0.205
27.18,0.834,0.535,0.185
27.185,0.697,0.453,0.128
27.19,0.834,0.396,0.19
27.195,0.876,0.424,0.116
27.2,0.847,0.441,0.153
27.205,0.769,0.451,0.016
27.21,0.817,0.347,0.056
27.215,0.597,0.356,-0.021
27.22,0.652,0.344,0.031
27.225,0.6,0.235,-0.037
27.23,0.615,0.254,-0.039
27.235,0.526,0.236,-0.09
27.24,0.547,0.153,-0.069
27.245,0.513,0.049,-0.162
27.25,0.488,0.158,-0.186
27.255,0.479,0.049,-0.221
27.26,0.284,-0.023,-0.246
27.265,0.31,-0.078,-0.247
27.27,0.264,-0.134,-0.239
27.275,0.159,-0.218,-0.316
27.28,0.166,-0.125,-0.255
27.285,0.023,-0.278,-0.271
27.29,-0.032,-0.221,-0.326
27.295,0.101,-0.291,-0.334
27.3,-0.09,-0.423,-0.365
27.305,-0.21,-0.402,-0.401
27.31,-0.218,-0.37,-0.389
27.315,-0.177,-0.44,-0.418
27.32,-0.243,-0.452,-0.449
27.325,-0.304,-0.488,-0.359
27.33,-0.324,-0.423,-0.383
27.335,-0.454,-0.372,-0.451
27.34,-0.459,-0.614,-0.404
27.345,-0.561,-0.521,-0.365
27.35,-0.535,-0.615,-0.279
27.355,-0.615,-0.525,-0.385
27.36,-0.659,-0.566,-0.344
27.365,-0.592,-0.568,-0.297
27.37,-0.711,-0.546,-0.302
27.375,-0.673,-0.561,-0.329
27.38,-0.718,-0.612,-0.387
27.385,-0.833,-0.561,-0.345
27.39,-0.755,-0.576,-0.218
27.395,-0.806,-0.585,-0.18
27.4,-0.752,-0.531,-0.265
27.405,-0.778,-0.634,-0.216
27.41,-0.801,-0.538,-0.232
27.415,-0.756,-0.513,-0.184
27.42,-0.717,-0.499,-0.178
27.425,-0.774,-0.346,-0.119
27.43,-0.747,-0.409,-0.024
27.435,-0.741,-0.35,-0.073
27.44,-0.639,-0.311,-0.057
27.445,-0.769,-0.34,-0.154
27.45,-0.692,-0.185,0.074
27.455,-0.743,-0.183,0.104
27.46,-0.574,-0.176,0.104
27.465,-0.538,-0.245,0.124
27.47,-0.56,-0.107,0.1
27.475,-0.373,-0.097,0.09
27.48,-0.438,0.036,0.216
27.485,-0.308,-0.039,0.238
27.49,-0.277,0.001,0.3
27.495,-0.35,0.218,0.27
27.5,-0.268,0.122,0.363
27.505,-0.209,0.059,0.359
27.51,-0.137,0.185,0.416
27.515,-0.049,0.191,0.238
27.52,-0.027,0.291,0.276
27.525,-0.027,0.266,0.39
27.53,0.034,0.293,0.452
27.535,0.049,0.35,0.331
27.54,0.166,0.38,0.424
27.545,0.256,0.382,0.404
27.55,0.253,0.496,0.435
27.555,0.303,0.478,0.423
27.56,0.334,0.471,0.429
27.565,0.438,0.535,0.354
27.57,0.497,0.559,0.306
27.575,0.569,0.547,0.344
27.58,0.552,0.597,0.371
27.585,0.741,0.544,0.361
27.59,0.642,0.689,0.366
27.595,0.696,0.642,0.278
27.6,0.641,0.712,0.319
27.605,0.712,0.585,0.322
27.61,0.85,0.565,0.322
27.615,0.781,0.597,0.295
27.62,0.825,0.634,0.276
27.625,0.766,0.612,0.304
27.63,0.799,0.596,0.095
27.635,0.803,0.497,0.217
27.64,0.802,0.523,0.193
27.645,0.755,0.487,0.145
27.65,0.809,0.502,0.216
27.655,0.745,0.438,0.091
27.66,0.784,0.39,0.006
27.665,0.751,0.35,0.027
27.67,0.725,0.33,0.027
27.675,0.654,0.333,-0.05
27.68,0.671,0.328,-0.091
27.685,0.614,0.271,-0.091
27.69,0.694,0.166,-0.085
27.695,0.584,0.19,-0.06
27.7,0.497,0.122,-0.228
27.705,0.463,0.097,-0.153
27.71,0.482,0.084,-0.274
27.715,0.318,-0.045,-0.203
27.72,0.285,-0.02,-0.203
27.725,0.259,-0.136,-0.232
27.73,0.2,-0.119,-0.284
27.735,0.185,-0.226,-0.294
27.74,0.052,-0.178,-0.38
27.745,0.093,-0.224,-0.356
27.75,-0.021,-0.352,-0.431
27.755,-0.013,-0.373,-0.362
27.76,-0.144,-0.387,-0.386
27.765,-0.119,-0.429,-0.372
27.77,-0.251,-0.361,-0.428
27.775,-0.223,-0.496,-0.284
27.78,-0.347,-0.512,-0.434
27.785,-0.249,-0.54,-0.436
27.79,-0.474,-0.53,-0.402
27.795,-0.47,-0.612,-0.456
27.8,-0.473,-0.584,-0.473
27.805,-0.507,-0.543,-0.373
27.81,-0.584,-0.535,-0.377
27.815,-0.563,-0.559,-0.387
27.82,-0.716,-0.64,-0.374
27.825,-0.696,-0.598,-0.377
27.83,-0.691,-0.591,-0.345
27.835,-0.736,-0.598,-0.303
27.84,-0.749,-0.605,-0.246
27.845,-0.795,-0.526,-0.27
27.85,-0.763,-0.631,-0.395
27.855,-0.793,-0.533,-0.195
27.86,-0.79,-0.627,-0.293
27.865,-0.782,-0.544,-0.239
27.87,-0.862,-0.497,-0.225
27.875,-0.834,-0.5,-0.17
27.88,-0.718,-0.429,-0.112
27.885,-0.732,-0.412,-0.095
27.89,-0.799,-0.351,-0.089
27.895,-0.789,-0.349,-0.131
27.9,-0.755,-0.381,-0.065
27.905,-0.671,-0.259,-0.023
27.91,-0.732,-0.195,0.019
27.915,-0.635,-0.189,0.063
27.92,-0.591,-0.253,0.133
27.925,-0.657,-0.109,0.113
27.93,-0.601,-0.145,-0.025
27.935,-0.431,-0.134,0.146
27.94,-0.361,0.011,0.178
27.945,-0.38,-0.014,0.257
27.95,-0.291,0.079,0.132
27.955,-0.298,0.047,0.26
27.96,-0.255,0.08,0.247
27.965,-0.195,0.121,0.257
27.97,-0.109,0.227,0.311
27.975,-0.079,0.285,0.338
27.98,-0.021,0.299,0.306
27.985,0.025,0.286,0.403
27.99,0.066,0.358,0.35
27.995,0.143,0.378,0.394
28.0,0.224,0.455,0.467
28.005,0.253,0.428,0.328
28.01,0.311,0.513,0.485
28.015,0.441,0.495,0.539
28.02,0.366,0.531,0.407
28.025,0.476,0.473,0.255
28.03,0.674,0.466,0.353
28.035,0.427,0.565,0.345
28.04,0.526,0.629,0.441
28.045,0.571,0.593,0.327
28.05,0.632,0.585,0.348
28.055,0.636,0.638,0.373
28.06,0.62,0.614,0.394
28.065,0.699,0.492,0.379
28.07,0.798,0.588,0.296
28.075,0.775,0.519,0.215
28.08,0.848,0.623,0.278
28.085,0.77,0.621,0.296
28.09,0.785,0.547,0.202
28.095,0.835,0.503,0.126
28.1,0.83,0.43,0.183
28.105,0.814,0.454,0.189
28.11,0.707,0.429,0.113
28.115,0.774,0.404,0.123
28.12,0.766,0.429,0.121
28.125,0.674,0.321,0.02
28.13,0.688,0.283,0.05
28.135,0.709,0.233,0.037
28.14,0.578,0.342,0.043
28.145,0.662,0.182,0.01
28.15,0.579,0.164,-0.097
28.155,0.502,0.19,-0.131
28.16,0.54,0.118,-0.12
28.165,0.418,-0.036,-0.202
28.17,0.515,0.051,-0.175
28.175,0.394,-0.042,-0.316
28.18,0.345,-0.06,-0.327
28.185,0.327,0.038,-0.261
28.19,0.2,-0.171,-0.292
28.195,0.182,-0.195,-0.311
28.2,0.171,-0.248,-0.175
28.205,-0.041,-0.301,-0.4
28.21,0.088,-0.305,-0.377
28.215,-0.015,-0.296,-0.459
28.22,-0.08,-0.287,-0.367
28.225,-0.114,-0.404,-0.368
28.23,-0.159,-0.384,-0.383
28.235,-0.324,-0.462,-0.35
28.24,-0.409,-0.456,-0.387
28.245,-0.335,-0.555,-0.402
28.25,-0.407,-0.499,-0.341
28.255,-0.363,-0.548,-0.352
28.26,-0.59,-0.619,-0.414
28.265,-0.508,-0.663,-0.346
28.27,-0.588,-0.618,-0.453
28.275,-0.619,-0.587,-0.331
28.28,-0.702,-0.561,-0.327
28.285,-0.69,-0.618,-0.29
28.29,-0.794,-0.579,-0.3
28.295,-0.685,-0.52,-0.356
28.3,-0.689,-0.582,-0.25
28.305,-0.78,-0.586,-0.286
28.31,-0.837,-0.685,-0.235
28.315,-0.827,-0.534,-0.224
28.32,-0.701,-0.525,-0.227
28.325,-0.862,-0.53,-0.208
28.33,-0.789,-0.48,-0.114
28.335,-0.744,-0.445,-0.188
28.34,-0.786,-0.605,-0.049
28.345,-0.755,-0.405,-0.213
28.35,-0.753,-0.44,-0.125
28.355,-0.737,-0.406,-0.112
28.36,-0.628,-0.455,0.009
28.365,-0.677,-0.352,-0.074
28.37,-0.687,-0.281,-0.043
28.375,-0.586,-0.099,0.04
28.38,-0.506,-0.215,0.083
28.385,-0.589,-0.064,0.112
28.39,-0.486,-0.144,0.14
28.395,-0.471,-0.078,0.228
28.4,-0.407,0.025,0.276
28.405,-0.325,0.019,0.187
28.41,-0.371,-0.016,0.245
28.415,-0.228,-0.041,0.204
28.42,-0.195,0.042,0.278
28.425,-0.19,0.223,0.243
28.43,-0.183,0.174,0.302
28.435,-0.057,0.242,0.414
28.44,0.006,0.29,0.4
28.445,0.022,0.434,0.348
28.45,0.111,0.413,0.385
28.455,0.173,0.378,0.28
28.46,0.184,0.426,0.377
28.465,0.302,0.45,0.385
28.47,0.335,0.562,0.395
28.475,0.381,0.507,0.381
28.48,0.464,0.461,0.403
28.485,0.398,0.486,0.326
28.49,0.441,0.505,0.386
28.495,0.538,0.559,0.412
28.5,0.617,0.532,0.423
28.505,0.59,0.537,0.372
28.51,0.646,0.605,0.229
28.515,0.725,0.648,0.417
28.52,0.728,0.63,0.349
28.525,0.718,0.639,0.312
28.53,0.839,0.619,0.334
28.535,0.772,0.566,0.338
28.54,0.775,0.515,0.313
28.545,0.806,0.531,0.233
28.55,0.812,0.483,0.252
28.555,0.806,0.549,0.115
28.56,0.761,0.495,0.071
28.565,0.855,0.396,0.138
28.57,0.789,0.351,0.065
28.575,0.751,0.429,0.051
28.58,0.747,0.405,0.13
28.585,0.702,0.428,0.198
28.59,0.661,0.288,0.047
28.595,0.687,0.349,-0.061
28.6,0.644,0.227,-0.013
28.605,0.591,0.195,-0.078
28.61,0.664,0.179,-0.121
28.615,0.56,0.123,-0.164
28.62,0.499,0.098,-0.152
28.625,0.454,0.013,-0.17
28.63,0.404,0.006,-0.282
28.635,0.391,-0.059,-0.218
28.64,0.361,-0.027,-0.209
28.645,0.334,-0.149,-0.316
28.65,0.159,-0.14,-0.232
28.655,0.227,-0.179,-0.325
28.66,0.096,-0.133,-0.328
28.665,-0.002,-0.317,-0.385
28.67,0.033,-0.286,-0.392
28.675,-0.031,-0.28,-0.32
28.68,-0.138,-0.499,-0.307
28.685,-0.104,-0.358,-0.374
28.69,-0.195,-0.422,-0.455
28.695,-0.236,-0.501,-0.374
28.7,-0.251,-0.504,-0.4
28.705,-0.367,-0.518,-0.382
28.71,-0.4,-0.552,-0.414
28.715,-0.482,-0.553,-0.388
28.72,-0.462,-0.598,-0.388
28.725,-0.52,-0.579,-0.316
28.73,-0.623,-0.606,-0.323
28.735,-0.691,-0.615,-0.431
28.74,-0.674,-0.502,-0.367
28.745,-0.718,-0.567,-0.358
28.75,-0.694,-0.548,-0.399
28.755,-0.713,-0.622,-0.291
28.76,-0.747,-0.65,-0.3
28.765,-0.822,-0.642,-0.234
28.77,-0.812,-0.533,-0.359
28.775,-0.717,-0.524,-0.215
28.78,-0.872,-0.547,-0.204
28.785,-0.808,-0.496,-0.208
28.79,-0.742,-0.533,-0.231
28.795,-0.727,-0.446,-0.064
28.8,-0.806,-0.363,-0.112
28.805,-0.847,-0.405,-0.102
28.81,-0.63,-0.39,-0.103
28.815,-0.697,-0.329,-0.087
28.82,-0.727,-0.292,-0.106
28.825,-0.728,-0.369,0.042
28.83,-0.609,-0.299,-0.104
28.835,-0.643,-0.279,0.04
28.84,-0.619,-0.236,0.058
28.845,-0.472,-0.13,0.095
28.85,-0.515,-0.01,0.137
28.855,-0.512,-0.026,0.257
28.86,-0.428,0.044,0.256
28.865,-0.451,0.041,0.201
28.87,-0.402,0.046,0.327
28.875,-0.251,0.16,0.332
28.88,-0.188,0.142,0.383
28.885,-0.2,0.19,0.39
28.89,-0.122,0.207,0.343
28.895,-0.122,0.202,0.402
28.9,-0.012,0.207,0.336
28.905,-0.012,0.425,0.46
28.91,0.097,0.379,0.376
28.915,0.203,0.461,0.385
28.92,0.234,0.444,0.492
28.925,0.35,0.405,0.458
28.93,0.274,0.565,0.362
28.935,0.289,0.524,0.402
28.94,0.445,0.574,0.372
28.945,0.472,0.562,0.488
28.95,0.609,0.532,0.406
28.955,0.572,0.559,0.4
28.96,0.692,0.581,0.335
28.965,0.711,0.617,0.444
28.97,0.696,0.495,0.428
28.975,0.706,0.541,0.28
28.98,0.729,0.593,0.372
28.985,0.815,0.585,0.417
28.99,0.74,0.553,0.357
28.995,0.859,0.613,0.303
29.0,0.783,0.569,0.152
29.005,0.813,0.56,0.276
29.01,0.754,0.534,0.196
29.015,0.802,0.544,0.218
29.02,0.729,0.583,0.127
29.025,0.709,0.428,0.087
29.03,0.805,0.425,0.092
29.035,0.678,0.428,0.123
29.04,0.763,0.328,0.055
29.045,0.771,0.408,0.092
29.05,0.669,0.309,0.002
29.055,0.649,0.307,-0.067
29.06,0.665,0.275,-0.025
29.065,0.59,0.146,-0.076
29.07,0.581,0.159,-0.186
29.075,0.507,0.213,-0.118
29.08,0.375,-0.002,-0.177
29.085,0.484,0.061,-0.14
29.09,0.351,-0.015,-0.146
29.095,0.387,-0.023,-0.279
29.1,0.301,-0.121,-0.341
29.105,0.344,-0.154,-0.203
29.11,0.242,-0.211,-0.23
29.115,0.193,-0.276,-0.349
29.12,0.141,-0.23,-0.335
29.125,0.055,-0.34,-0.419
29.13,-0.049,-0.322,-0.289
29.135,-0.086,-0.361,-0.357
29.14,-0.066,-0.439,-0.39
29.145,-0.26,-0.452,-0.387
29.15,-0.231,-0.501,-0.329
29.155,-0.253,-0.479,-0.378
29.16,-0.303,-0.442,-0.396
29.165,-0.342,-0.523,-0.462
29.17,-0.333,-0.514,-0.433
29.175,-0.497,-0.505,-0.29
29.18,-0.53,-0.625,-0.416
29.185,-0.576,-0.587,-0.336
29.19,-0.564,-0.575,-0.445
29.195,-0.703,-0.623,-0.364
29.2,-0.653,-0.578,-0.459
29.205,-0.634,-0.538,-0.292
29.21,-0.647,-0.593,-0.374
29.215,-0.712,-0.612,-0.281
29.22,-0.684,-0.584,-0.338
29.225,-0.693,-0.6,-0.314
29.23,-0.777,-0.561,-0.263
29.235,-0.758,-0.557,-0.241
29.24,-0.894,-0.555,-0.175
29.245,-0.814,-0.603,-0.157
29.25,-0.771,-0.57,-0.172
29.255,-0.841,-0.43,-0.159
29.26,-0.756,-0.393,-0.14
29.265,-0.828,-0.34,-0.119
29.27,-0.695,-0.381,-0.169
29.275,-0.77,-0.384,-0.031
29.28,-0.649,-0.263,-0.052
29.285,-0.576,-0.341,-0.064
29.29,-0.678,-0.256,0.132
29.295,-0.622,-0.23,0.156
29.3,-0.519,-0.197,0.049
29.305,-0.527,-0.158,0.122
29.31,-0.492,-0.1,0.124
29.315,-0.388,-0.02,0.223
29.32,-0.541,-0.094,0.326
29.325,-0.324,0.016,0.258
29.33,-0.164,0.134,0.307
29.335,-0.179,0.127,0.316
29.34,-0.217,0.208,0.336
29.345,-0.091,0.174,0.361
29.35,-0.077,0.259,0.189
29.355,-0.039,0.301,0.328
29.36,-0.078,0.372,0.351
29.365,0.079,0.297,0.383
29.37,0.122,0.359,0.384
29.375,0.23,0.398,0.447
29.38,0.31,0.5,0.373
29.385,0.329,0.472,0.348
29.39,0.381,0.478,0.318
29.395,0.364,0.535,0.342
29.4,0.426,0.485,0.331
29.405,0.516,0.556,0.391
29.41,0.575,0.63,0.373
29.415,0.55,0.53,0.456
29.42,0.627,0.655,0.452
29.425,0.638,0.658,0.337
29.43,0.571,0.68,0.348
29.435,0.68,0.577,0.42
29.44,0.743,0.684,0.273
29.445,0.754,0.553,0.354
29.45,0.775,0.575,0.23
29.455,0.888,0.646,0.385
29.46,0.739,0.637,0.231
29.465,0.723,0.571,0.195
29.47,0.75,0.535,0.283
29.475,0.852,0.592,0.183
29.48,0.842,0.423,0.197
29.485,0.832,0.451,0.15
29.49,0.825,0.456,0.172
29.495,0.786,0.454,0.149
29.5,0.687,0.405,0.018
29.505,0.81,0.328,0.026
29.51,0.599,0.299,0.065
29.515,0.65,0.261,-0.075
29.52,0.607,0.235,-0.098
29.525,0.589,0.298,-0.07
29.53,0.579,0.11,-0.16
29.535,0.501,0.164,-0.134
29.54,0.396,0.124,-0.152
29.545,0.407,0.044,-0.178
29.55,0.42,0.026,-0.088
29.555,0.371,-0.096,-0.296
29.56,0.233,-0.137,-0.206
29.565,0.309,-0.191,-0.245
29.57,0.193,-0.162,-0.438
29.575,0.137,-0.164,-0.316
29.58,0.14,-0.224,-0.287
29.585,0.064,-0.202,-0.355
29.59,-0.029,-0.322,-0.339
29.595,-0.113,-0.342,-0.335
29.6,-0.109,-0.383,-0.406
29.605,-0.195,-0.443,-0.408
29.61,-0.286,-0.433,-0.423
29.615,-0.358,-0.41,-0.414
29.62,-0.319,-0.522,-0.435
29.625,-0.458,-0.514,-0.413
29.63,-0.46,-0.497,-0.372
29.635,-0.496,-0.55,-0.27
29.64,-0.535,-0.54,-0.386
29.645,-0.567,-0.541,-0.44
29.65,-0.502,-0.562,-0.39
29.655,-0.666,-0.631,-0.374
29.66,-0.648,-0.593,-0.319
29.665,-0.739,-0.6,-0.273
29.67,-0.668,-0.608,-0.309
29.675,-0.665,-0.604,-0.367
29.68,-0.767,-0.547,-0.234
29.685,-0.676,-0.496,-0.226
29.69,-0.83,-0.558,-0.216
29.695,-0.824,-0.538,-0.252
29.7,-0.791,-0.559,-0.255
29.705,-0.912,-0.544,-0.158
29.71,-0.784,-0.43,-0.086
29.715,-0.69,-0.44,-0.173
29.72,-0.892,-0.468,-0.059
29.725,-0.69,-0.508,0.039
29.73,-0.728,-0.414,-0.019
29.735,-0.767,-0.263,-0.096
29.74,-0.654,-0.436,0.058
29.745,-0.628,-0.234,0.082
29.75,-0.611,-0.197,0.089
29.755,-0.616,-0.195,0.14
29.76,-0.514,-0.102,0.124
29.765,-0.551,-0.133,0.165
29.77,-0.433,-0.083,0.159
29.775,-0.384,-0.068,0.231
29.78,-0.435,-0.045,0.182
29.785,-0.364,0.022,0.172
29.79,-0.333,0.112,0.224
29.795,-0.262,0.177,0.322
29.8,-0.174,0.084,0.354
29.805,-0.098,0.196,0.331
29.81,-0.064,0.295,0.271
29.815,0.075,0.387,0.356
29.82,-0.018,0.328,0.386
29.825,0.152,0.415,0.331
29.83,0.18,0.395,0.366
29.835,0.232,0.411,0.345
29.84,0.331,0.438,0.391
29.845,0.347,0.421,0.35
29.85,0.363,0.543,0.396
29.855,0.483,0.549,0.487
29.86,0.459,0.502,0.33
29.865,0.514,0.623,0.397
29.87,0.529,0.562,0.419
29.875,0.567,0.519,0.425
29.88,0.685,0.519,0.434
29.885,0.588,0.603,0.333
29.89,0.621,0.618,0.341
29.895,0.583,0.642,0.375
29.9,0.722,0.581,0.291
29.905,0.73,0.609,0.266
29.91,0.813,0.593,0.401
29.915,0.784,0.629,0.33
29.92,0.83,0.494,0.241
29.925,0.778,0.604,0.255
29.93,0.787,0.516,0.237
29.935,0.82,0.439,0.16
29.94,0.798,0.489,0.24
29.945,0.805,0.446,0.167
29.95,0.74,0.401,0.096
29.955,0.8,0.47,0.066
29.96,0.703,0.356,0.087
29.965,0.731,0.28,0.051
29.97,0.717,0.266,-0.079
29.975,0.687,0.283,-0.14
29.98,0.599,0.245,0.071
29.985,0.532,0.187,-0.054
29.99,0.517,0.031,-0.134
29.995,0.511,-0.0,-0.146
30.0,0.394,0.019,-0.135
30.005,0.431,0.011,-0.122
30.01,0.368,-0.052,-0.208
30.015,0.376,-0.106,-0.168
30.02,0.363,-0.1,-0.268
30.025,0.106,-0.143,-0.25
30.03,0.124,-0.19,-0.206
30.035,0.057,-0.19,-0.259
30.04,0.099,-0.268,-0.387
30.045,-0.052,-0.362,-0.286
30.05,0.032,-0.306,-0.303
30.055,-0.206,-0.393,-0.37
30.06,-0.16,-0.341,-0.382
30.065,-0.161,-0.316,-0.446
30.07,-0.238,-0.505,-0.324
30.075,-0.29,-0.477,-0.414
30.08,-0.397,-0.551,-0.381
30.085,-0.478,-0.508,-0.407
30.09,-0.495,-0.554,-0.419
30.095,-0.559,-0.572,-0.411
30.1,-0.493,-0.542,-0.423
30.105,-0.468,-0.593,-0.387
30.11,-0.608,-0.598,-0.251
30.115,-0.721,-0.609,-0.365
30.12,-0.668,-0.603,-0.369
30.125,-0.676,-0.585,-0.237
30.13,-0.719,-0.568,-0.23
30.135,-0.826,-0.597,-0.316
30.14,-0.88,-0.572,-0.313
30.145,-0.797,-0.508,-0.307
30.15,-0.735,-0.576,-0.288
30.155,-0.717,-0.445,-0.196
30.16,-0.859,-0.457,-0.235
30.165,-0.783,-0.494,-0.173
30.17,-0.828,-0.464,-0.208
30.175,-0.751,-0.465,-0.114
30.18,-0.763,-0.454,-0.119
30.185,-0.736,-0.463,-0.014
30.19,-0.796,-0.348,-0.062
30.195,-0.767,-0.335,0.031
30.2,-0.717,-0.344,-0.003
30.205,-0.62,-0.152,0.014
30.21,-0.658,-0.287,0.037
30.215,-0.583,-0.238,0.13
30.22,-0.523,-0.103,0.158
30.225,-0.526,-0.138,0.125
30.23,-0.451,-0.088,0.155
30.235,-0.377,-0.057,0.243
30.24,-0.373,-0.031,0.156
30.245,-0.295,0.068,0.271
30.25,-0.334,0.174,0.273
30.255,-0.175,0.152,0.344
30.26,-0.125,0.241,0.245
30.265,-0.133,0.202,0.345
30.27,-0.046,0.285,0.497
30.275,-0.014,0.2,0.346
30.28,0.039,0.308,0.346
30.285,0.057,0.437,0.334
30.29,0.058,0.421,0.468
30.295,0.147,0.49,0.412
30.3,0.316,0.359,0.411
30.305,0.287,0.582,0.397
30.31,0.273,0.482,0.386
30.315,0.373,0.503,0.408
30.32,0.386,0.573,0.352
30.325,0.544,0.561,0.341
